SJBXX01,SJBXX02,PYM,SZM,WBM
Z91.300,有害健康的作息安排个人史,YHJKDZXAPGRS,343433341332,EPWYRWTPRWWK
Z91.400,心理创伤个人史，不可归类在他处者,XLCSGRSBKGLZTCZ,313333241241331,NGWWWWKISJODWTF
Z91.500,自我伤害个人史,ZWSHGRS,3334332,TTWPWWK
Z91.501,服毒个人史,FDGRS,31332,EGWWK
Z91.600,"身体创伤个人史,其他的","STCSGRS,QTD","3333332,133","TWWWWWK,AWR"
Z91.601,损伤个人史,SSGRS,13332,RWWWK
Z91.800,危险因素个人史，其他特指的不可归类在他处者,WXYSGRSQTTZDBKGLZTCZ,35213321331341241331,QBLGWWKAWTRRISJODWTF
Z92.000,避孕个人史,BYGRS,53332,NEWWK
Z92.001,输卵管绝育史,SLGJYS,133542,LQTXYK
Z92.100,长期(近期)使用抗凝血药个人史,CQ(JQ)SYKNXYGRS,31(31)331431332,TA(RA)WERUTAWWK
Z92.200,长期(近期)使用其他药剂个人史,CQ(JQ)SYQTYJGRS,31(31)331314332,TA(RA)WEAWAYWWK
Z92.201,使用阿司匹林个人史,SYASPLGRS,335511332,WEBNASWWK
Z92.300,辐射照射个人史,FSZSGRS,2323332,LTJTWWK
Z92.400,大手术个人史，不可归类在他处者,DSSGRSBKGLZTCZ,13133241241331,DRSWWKISJODWTF
Z92.401,脑血管手术史,NXGSSS,333312,ETTRSK
Z92.402,脑肿瘤切除史,NZLQCS,334152,EEUABK
Z92.500,康复措施个人史,KFCSGRS,4314332,YTRYWWK
Z92.600,肿瘤化疗个人史,ZLHLGRS,3434332,EUWUWWK
Z92.800,个人史，其他医疗的,GRSQTYLD,33213143,WWKAWAUR
Z92.900,医疗个人史,YLGRS,14332,AUWWK
Z93.000,气管造口状态,QGZKZT,333241,RTTKUD
Z93.100,胃造口状态,WZKZT,23241,LTKUD
Z93.200,回肠造口状态,HCZKZT,233241,LETKUD
Z93.201,空肠造口状态,KCZKZT,433241,PETKUD
Z93.300,结肠造口状态,JCZKZT,533241,XETKUD
Z93.400,胃肠道的其他人工造口状态,WCDDQTRGZKZT,234313313241,LEURAWWATKUD
Z93.500,膀胱造口状态,BGZKZT,333241,EETKUD
Z93.600,泌尿道的其他人工造口状态,MNDDQTRGZKZT,454313313241,INURAWWATKUD
Z93.601,肾造口术状态,SZKSZT,232141,JTKSUD
Z93.602,输尿管造术状态,SNGZSZT,1533141,LNTTSUD
Z93.603,尿道造口状态,NDZKZT,543241,NUTKUD
Z93.800,"人工造口状态,其他的","RGZKZT,QTD","313241,133","WATKUD,AWR"
Z93.900,人工造口状态,RGZKZT,313241,WATKUD
Z94.000,肾移植状态,SYZZT,23141,JTSUD
Z94.001,自体肾移植状态,ZTSYZZT,3323141,TWJTSUD
Z94.002,异体肾移植状态,YTSYZZT,5323141,NWJTSUD
Z94.100,心脏移植状态,XZYZZT,333141,NETSUD
Z94.200,肺移植状态,FYZZT,33141,ETSUD
Z94.300,心和肺移植状态,XHFYZZT,3333141,NTETSUD
Z94.400,肝移植状态,GYZZT,33141,ETSUD
Z94.500,皮肤移植状态,PFYZZT,533141,HETSUD
Z94.600,骨移植状态,GYZZT,23141,MTSUD
Z94.700,角膜移植状态,JMYZZT,333141,QETSUD
Z94.800,"器官和组织的移植状态,其他的","QGHZZDYZZT,QTD","2435533141,133","KPTXXRTSUD,AWR"
Z94.801,肠移植状态,CYZZT,33141,ETSUD
Z94.802,骨髓移植状态,GSYZZT,223141,MMTSUD
Z94.803,胰腺移植状态,YXYZZT,333141,EETSUD
Z94.900,器官和组织移植状态,QGHZZYZZT,243553141,KPTXXTSUD
Z95.000,具有心脏起搏器,JYXZQBQ,2333112,HENEFRK
Z95.100,具有主动脉冠状动脉搭桥术移植物,JYZDMGZDMDQSYZW,234134413111313,HEYFEPUFERSSTST
Z95.101,冠状动脉搭桥术后状态,GZDMDQSHZT,4413111341,PUFERSSRUD
Z95.200,具有假体心脏瓣膜,JYJTXZBM,23333343,HEWWNEUE
Z95.300,具有异种心脏瓣膜,JYYZXZBM,23533343,HENTNEUE
Z95.400,具有其他心脏瓣膜置换,JYQTXZBMZH,2313334321,HEAWNEUELR
Z95.500,具有冠状血管成形术植入物和移植物,JYGZXGCXSZRWHYZW,2344331111333313,HEPUTTDGSSTTTTST
Z95.501,冠状动脉支架植入后状态,GZDMZJZRHZT,44131213341,PUFEFLSTRUD
Z95.800,具有其他心脏和血管植入物和移植物,JYQTXZHXGZRWHYZW,2313333331333313,HEAWNETTTSTTTTST
Z95.801,周围血管成形术后状态,ZWXGCXSHZT,2233111341,MLTTDGSRUD
Z95.900,具有心脏和血管植入物和移植物,JYXZHXGZRWHYZW,23333331333313,HENETTTSTTTTST
Z96.000,具有泌尿生殖器植入物,JYMNSZQZRW,2345312133,HEINTGKSTT
Z96.001,输尿管内支架,SNGNZJ,153212,LNTMFL
Z96.100,具有眼内晶状体,JYYNJZT,2322243,HEHMJUW
Z96.101,人工晶体植入术后,RGJTZRSH,31231313,WAJWSTSR
Z96.200,具有耳科学和听力学植入物,JYEKXHTLXZRW,235343254133,HEBTITKLISTT
Z96.201,人工耳蜗植入,RGEWZR,315213,WABJST
Z96.300,具有人工喉,JYRGH,23312,HEWAK
Z96.400,具有内分泌科植入物,JYNFMKZRW,232343133,HEMWITSTT
Z96.401,胰岛素泵植入状态,YDSBZRZT,33111341,EQGDSTUD
Z96.500,具有牙根和下颌骨植入物,JYYGHXHGZRW,23113132133,HEASTGWMSTT
Z96.600,具有矫形外科关节植入物,JYJXWKGJZRW,23313341133,HETGQTUASTT
Z96.601,人工髋关节,RGKGJ,31241,WAMUA
Z96.602,人工膝关节,RGXGJ,31341,WAEUA
Z96.700,具有其他骨和腱的植入物,JYQTGHJDZRW,23132333133,HEAWMTERSTT
Z96.701,颅骨板植入物,LGBZRW,221133,HMSSTT
Z96.800,具有其他特指的功能性植入物,JYQTTZDGNXZRW,2313313152133,HEAWTRRACNSTT
Z96.900,具有功能性植入物,JYGNXZRW,23152133,HEACNSTT
Z97.000,具有人工眼,JYRGY,23312,HEWAH
Z97.100,具有人工肢体(完全)(部分),JYRGZT(WQ)(BF),233133(43)(43),HEWAEW(PW)(UW)
Z97.200,具有假牙装置(完全)(部分),JYJYZZ(WQ)(BF),233142(43)(43),HEWAUL(PW)(UW)
Z97.300,具有眼镜和接触镜,JYYJHJCJ,23233133,HEHQTRQQ
Z97.301,配戴眼镜,PDYJ,1123,SFHQ
Z97.400,具有外部助听器,JYWBZTQ,2334322,HEQUEKK
Z97.500,子宫内具有避孕装置,ZGNJYBYZZ,542235342,BPMHENEUL
Z97.800,具有其他特指的装置,JYQTTZDZZ,231331342,HEAWTRRUL
Z98.000,肠搭桥术和吻合术状态,CDQSHWHSZT,3111323141,ERSSTKWSUD
Z98.100,关节固定术状态,GJGDSZT,4124141,UALPSUD
Z98.200,具有脑脊液引流装置,JYNJYYLZZ,233445442,HEEIIXIUL
Z98.800,手术后状态，其他特指的,SSHZTQTTZD,3134113313,RSRUDAWTRR
Z98.801,玻璃体切除硅油充填状态,BLTQCGYCTZT,11315144141,GGWABDIYFUD
Z99.000,依赖吸引器,YLXYQ,31252,WGKXK
Z99.100,依赖呼吸机,YLHXJ,31221,WGKKS
Z99.200,依赖肾透析,YLSTX,31231,WGJTS
Z99.201,血液透析状态,XYTXZT,343141,TITSUD
Z99.300,依赖轮椅,YLLY,3121,WGLS
Z99.800,依赖其他可启动机器和装置,YLQTKQDJQHZZ,311314112342,WGAWSYFSKTUL
Z99.900,依赖可启动机器和装置,YLKQDJQHZZ,3114112342,WGSYFSKTUL
D77*,分类于他处的疾病引起的血液和造血器官的其他疾患,FLYTCDJBYQDXYHZXQGDQ,34133344513343332431,WOGWTRUUXFRTITTTKPRA
E90*,分类于他处的疾病引起的营养和代谢疾患,FLYTCDJBYQDYYHDXJH,341333445131433442,WOGWTRUUXFRAUTWYUK
G01*,分类于他处的细菌性疾病引起的脑膜炎,FLYTCDXJXJBYQDNMY,34133351244513334,WOGWTRXANUUXFREEO
G07*,分类于他处的疾病引起的颅内、椎管内脓肿和肉芽肿,FLYTCDJBYQDLNZGNNZHR,34133344513221323332,WOGWTRUUXFRHMSTMEETM
G22*,分类于他处的疾病引起的帕金森综合征,FLYTCDJBYQDPJSZHZ,34133344513231533,WOGWTRUUXFRMQSXWT
G26*,分类于他处的疾病引起的锥体外系和运动疾患,FLYTCDJBYQDZTWXHYDJH,34133344513333331142,WOGWTRUUXFRQWQTTFFUK
H82*,分类于他处的疾病引起的眩晕综合征,FLYTCDJBYQDXYZHZ,3413334451322533,WOGWTRUUXFRHJXWT
J91*,分类于他处的情况引起的胸膜渗漏,FLYTCDQKYQDXMSL,341333545133344,WOGWTRNUXFREEII
L14*,分类于他处的疾病引起的大疱性疾患,FLYTCDJBYQDDPXJH,3413334451314242,WOGWTRUUXFRDUNUK
L45*,分类于他处的疾病引起的丘疹鳞屑性疾患,FLYTCDJBYQDQZLXXJH,341333445133435242,WOGWTRUUXFRRUQNNUK
L86*,分类于他处的疾病引起的皮肤角化病,FLYTCDJBYQDPFJHB,3413334451353334,WOGWTRUUXFRHEQWU
M80000/0,良性肿瘤,LXZL,4234,YNEU
M80000/1,动态未定肿瘤,DTWDZL,111434,FDFPEU
M80000/3,恶性肿瘤,EXZL,1234,GNEU
M80000/6,转移性肿瘤,ZYXZL,23234,LTNEU
M80001/3,溃疡恶变,KYEB,4414,IUGY
M80002/3,息肉恶变,XREB,3214,TMGY
M80010/0,良性瘤细胞,LXLXB,42453,YNUXE
M80010/1,良性或恶性未肯定瘤细胞,LXHEXWKDLXB,42112124453,YNAGNFHPUXE
M80010/3,恶性瘤细胞,EXLXB,12453,GNUXE
M80020/3,小细胞型恶性肿瘤,XXBXEXZL,25311234,IXEGGNEU
M80030/1,良性或恶性未肯定巨细胞瘤,LXHEXWKDJXBL,421121241534,YNAGNFHPAXEU
M80030/3,巨细胞型恶性肿瘤,JXBXEXZL,15311234,AXEGGNEU
M80040/3,梭形细胞型恶性肿瘤,SXXBXEXZL,115311234,SGXEGGNEU
M80040/6,转移性梭形细胞型恶性肿瘤,ZYXSXXBXEXZL,232115311234,LTNSGXEGGNEU
M80100/0,良性上皮肿瘤,LXSPZL,422534,YNHHEU
M80100/2,原位癌,YWA,134,DWU
M80100/3,癌,A,4,U
M80100/6,转移性癌,ZYXA,2324,LTNU
M80101/2,上皮内癌,SPNA,2524,HHMU
M80110/0,良性上皮瘤,LXSPL,42254,YNHHU
M80110/3,恶性上皮瘤,EXSPL,12254,GNHHU
M80120/3,大细胞癌,DXBA,1534,DXEU
M80120/6,转移性大细胞癌,ZYXDXBA,2321534,LTNDXEU
M80130/3,大细胞神经内分泌癌,DXBSJNFMA,153452344,DXEPXMWIU
M80140/3,具有杆状显型大细胞癌,JYGZXXDXBA,2314211534,HESUJGDXEU
M80150/3,玻璃状细胞癌,BLZXBA,114534,GGUXEU
M80200/3,未分化型癌,WFHXA,13314,FWWGU
M80200/6,转移性未分化癌,ZYXWFHA,2321334,LTNFWWU
M80210/3,癌，间变,AJB,444,UUY
M80220/3,多形性癌,DXXA,3124,QGNU
M80220/6,转移性多形性癌,ZYXDXXA,2323124,LTNQGNU
M80221/3,多形性肉瘤样癌,DXXRLYA,3122414,QGNMUSU
M80300/3,巨细胞和梭型细胞癌,JXBHSXXBA,153311534,AXETSGXEU
M80310/3,巨细胞癌,JXBA,1534,AXEU
M80310/6,转移性巨细胞癌,ZYXJXBA,2321534,LTNAXEU
M80320/3,梭形细胞癌,SXXBA,11534,SGXEU
M80320/6,转移性梭形细胞癌,ZYXSXXBA,23211534,LTNSGXEU
M80330/3,假肉瘤性癌,JRLXA,32424,WMUNU
M80330/6,转移性假肉瘤性癌,ZYXJRLXA,23232424,LTNWMUNU
M80331/3,肉瘤样癌,RLYA,2414,MUSU
M80340/3,多角细胞癌,DJXBA,33534,QQXEU
M80340/6,转移性多角细胞癌,ZYXDJXBA,23233534,LTNQQXEU
M80350/3,破骨细胞样巨细胞癌,PGXBYJXBA,125311534,DMXESAXEU
M80400/0,良性微小瘤,LXWXL,42324,YNTIU
M80400/1,微小瘤,WXL,324,TIU
M80410/3,小细胞癌,XXBA,2534,IXEU
M80410/6,转移性小细胞癌,ZYXXXBA,2322534,LTNIXEU
M80411/3,小细胞神经内分泌癌,XXBSJNFMA,253452344,IXEPXMWIU
M80412/3,圆形细胞癌,YXXBA,21534,LGXEU
M80413/3,储备细胞癌,CBXBA,33534,WTXEU
M80420/3,燕麦细胞癌,YMXBA,11534,AGXEU
M80430/3,小细胞癌，梭形细胞,XXBASXXB,25341153,IXEUSGXE
M80440/3,小细胞癌，中间细胞,XXBAZJXB,25342453,IXEUKUXE
M80450/3,小细胞-大细胞癌,XXB-DXBA,253-1534,IXE-DXEU
M80451/3,小细胞-腺癌,XXB-XA,253-34,IXE-EU
M80452/3,小细胞-鳞状细胞癌,XXB-LZXBA,253-34534,IXE-QUXEU
M80453/3,混合小细胞癌,HHXXBA,432534,IWIXEU
M80460/3,非小细胞癌,FXXBA,12534,DIXEU
M80460/6,转移性非小细胞癌,ZYXFXXBA,23212534,LTNDIXEU
M80500/0,乳头状瘤,RTZL,3444,EUUU
M80500/2,乳头状原位癌,RTZYWA,344134,EUUDWU
M80500/3,乳头状癌,RTZA,3444,EUUU
M80500/6,转移性乳头状癌,ZYXRTZA,2323444,LTNEUUU
M80510/0,疣状乳头状瘤,YZRTZL,443444,UUEUUU
M80510/3,疣状癌,YZA,444,UUU
M80510/6,转移性疣状癌,ZYXYZA,232444,LTNUUU
M80511/3,疣状鳞状细胞癌,YZLZXBA,4434534,UUQUXEU
M80520/0,鳞状细胞乳头状瘤,LZXBRTZL,34533444,QUXEEUUU
M80520/2,乳头状鳞状细胞原位癌,RTZLZXBYWA,3443453134,EUUQUXEDWU
M80520/3,乳头状鳞状细胞癌,RTZLZXBA,34434534,EUUQUXEU
M80520/6,转移性乳头状鳞状细胞癌,ZYXRTZLZXBA,23234434534,LTNEUUQUXEU
M80530/0,内翻性乳头状瘤,NFXRTZL,2323444,MTNEUUU
M80530/3,内翻性乳头状瘤癌变,NFXRTZLAB,232344444,MTNEUUUUY
M80530/6,转移性内翻性乳头状瘤癌变,ZYXNFXRTZLAB,232232344444,LTNMTNEUUUUY
M80600/0,乳头状瘤病,RTZLB,34444,EUUUU
M80700/2,鳞状细胞原位癌,LZXBYWA,3453134,QUXEDWU
M80700/3,鳞状细胞癌,LZXBA,34534,QUXEU
M80700/6,转移性鳞状细胞癌,ZYXLZXBA,23234534,LTNQUXEU
M80710/3,角化性鳞状细胞癌,JHXLZXBA,33234534,QWNQUXEU
M80711/3,角化性大细胞鳞状细胞癌,JHXDXBLZXBA,33215334534,QWNDXEQUXEU
M80720/3,非角化性大细胞鳞状细胞癌,FJHXDXBLZXBA,133215334534,DQWNDXEQUXEU
M80720/6,转移性非角化性大细胞鳞状细胞癌,ZYXFJHXDXBLZXBA,232133215334534,LTNDQWNDXEQUXEU
M80730/3,非角化性小细胞鳞状细胞癌,FJHXXXBLZXBA,133225334534,DQWNIXEQUXEU
M80740/3,梭形细胞鳞状细胞癌,SXXBLZXBA,115334534,SGXEQUXEU
M80750/3,腺样鳞状细胞癌,XYLZXBA,3134534,ESQUXEU
M80750/6,转移性腺样鳞状细胞癌,ZYXXYLZXBA,2323134534,LTNESQUXEU
M80760/2,鳞状细胞原位癌，伴可疑间质侵袭,LZXBYWABKYJZQX,34531343154331,QUXEDWUWSXURWD
M80760/3,微小侵袭性鳞状细胞癌,WXQXXLZXBA,3231234534,TIWDNQUXEU
M80770/2,鳞状上皮内肿瘤，3级,LZSPNZL3J,342523435,QUHHMEU3X
M80771/2,宫颈上皮内肿瘤，Ⅲ级,GJSPNZLJ,45252345,PCHHMEUX
M80772/2,阴道上皮内肿瘤，Ⅲ级,YDSPNZLJ,54252345,BUHHMEUX
M80773/2,外阴上皮内肿瘤，Ⅲ级,WYSPNZLJ,35252345,QBHHMEUX
M80774/2,肛门上皮内肿瘤，Ⅲ级,GMSPNZLJ,34252345,EUHHMEUX
M80780/3,鳞状细胞癌，伴角质形成,LZXBABJZXC,3453433311,QUXEUWQRGD
M80800/2,凯拉增殖性红斑,KLZZXHB,2111251,MRFGNXG
M80810/2,鲍恩病,BEB,324,QLU
M80820/3,淋巴上皮癌,LBSPA,45254,ICHHU
M80820/6,转移性淋巴上皮癌,ZYXLBSPA,23245254,LTNICHHU
M80821/3,淋巴上皮瘤样癌,LBSPLYA,4525414,ICHHUSU
M80830/3,基底样鳞状细胞癌,JDYLZXBA,14134534,AYSQUXEU
M80840/3,鳞状细胞癌，明细胞型,LZXBAMXBX,345342531,QUXEUJXEG
M80900/1,基底细胞瘤,JDXBL,14534,AYXEU
M80900/3,基底细胞癌,JDXBA,14534,AYXEU
M80900/6,转移性基底细胞癌,ZYXJDXBA,23214534,LTNAYXEU
M80910/3,多中心性基底细胞癌,DZXXJDXBA,323214534,QKNNAYXEU
M80920/3,硬斑性基底细胞癌,YBXJDXBA,11214534,DGNAYXEU
M80930/3,纤维上皮性基底细胞癌,XWSPXJDXBA,5525214534,XXHHNAYXEU
M80940/3,基底鳞状细胞癌,JDLZXBA,1434534,AYQUXEU
M80940/6,转移性基底鳞状细胞癌,ZYXJDLZXBA,2321434534,LTNAYQUXEU
M80950/3,异型癌,YXA,514,NGU
M80960/0,雅达逊表皮内上皮瘤,YDXBPNSPL,115152254,ADBGHMHHU
M80970/3,基底细胞癌，结节性,JDXBAJJX,14534512,AYXEUXAN
M80970/6,转移性基底细胞癌，结节性,ZYXJDXBAJJX,23214534512,LTNAYXEUXAN
M80980/3,腺样基底癌,XYJDA,31144,ESAYU
M80980/6,转移性腺样基底癌,ZYXXYJDA,23231144,LTNESAYU
M81000/0,毛发上皮瘤,MFSPL,35254,TVHHU
M81010/0,毛囊瘤,MNL,314,TGU
M81020/0,毛根鞘瘤,MGQL,3114,TSAU
M81020/3,毛鞘癌,MQA,314,TAU
M81030/0,毛发瘤,MFL,354,TVU
M81100/0,毛基质瘤,MJZL,3134,TARU
M81100/3,毛基质癌,MJZA,3134,TARU
M81200/0,移行细胞乳头状瘤,YHXBRTZL,33533444,TTXEEUUU
M81200/1,膀胱上皮乳头状瘤,BGSPRTZL,33253444,EEHHEUUU
M81200/2,移行细胞原位癌,YHXBYWA,3353134,TTXEDWU
M81200/3,移行细胞癌,YHXBA,33534,TTXEU
M81200/6,转移性移行细胞癌,ZYXYHXBA,23233534,LTNTTXEU
M81201/1,膀胱息肉,BGXR,3332,EETM
M81210/0,施奈德乳头状瘤,SNDRTZL,4133444,YDTEUUU
M81210/1,翻转型移行细胞乳头状瘤,FZXYHXBRTZL,32133533444,TLGTTXEEUUU
M81210/3,施奈德癌,SNDA,4134,YDTU
M81220/3,梭形细胞移行细胞癌,SXXBYHXBA,115333534,SGXETTXEU
M81230/3,基底细胞样癌,JDXBYA,145314,AYXESU
M81240/3,泄殖腔源性癌,XZQYXA,413424,IGEINU
M81300/1,潜在低度恶性乳头状尿路上皮肿瘤,QZDDEXRTZNLSPZL,413412344522534,IDWYGNEUUNKHHEU
M81300/2,非侵袭性乳头状移行细胞癌,FQXXRTZYHXBA,131234433534,DWDNEUUTTXEU
M81300/3,乳头状移行细胞癌,RTZYHXBA,34433534,EUUTTXEU
M81300/6,转移性乳头状移行细胞癌,ZYXRTZYHXBA,23234433534,LTNEUUTTXEU
M81310/3,微乳头状移行细胞癌,WRTZYHXBA,334433534,TEUUTTXEU
M81310/6,转移性微乳头状移行细胞癌,ZYXWRTZYHXBA,232334433534,LTNTEUUTTXEU
M81400/0,腺瘤,XL,34,EU
M81400/1,支气管腺瘤,ZQGXL,13334,FRTEU
M81400/2,原位腺癌,YWXA,1334,DWEU
M81400/3,腺癌,XA,34,EU
M81400/6,转移性腺癌,ZYXXA,23234,LTNEU
M81401/1,非典型腺瘤,FDXXL,12134,DMGEU
M81410/3,硬腺癌,YXA,134,DEU
M81410/6,转移性硬腺癌,ZYXYXA,232134,LTNDEU
M81420/3,皮革状胃,PGZW,5142,HAUL
M81430/3,表面扩散性腺癌,BMKSXXA,1111234,GDRANEU
M81440/3,肠型腺癌,CXXA,3134,EGEU
M81450/3,弥漫型癌,MMXA,5414,XIGU
M81460/0,单形性腺瘤,DXXXL,41234,UGNEU
M81470/0,基底细胞腺瘤,JDXBXL,145334,AYXEEU
M81470/3,基底细胞腺癌,JDXBXA,145334,AYXEEU
M81480/2,腺状上皮内肿瘤，3级,XZSPNZL3J,342523435,EUHHMEU3X
M81481/2,前列腺上皮内肿瘤，3级,QLXSPNZL3J,4132523435,UGEHHMEU3X
M81500/0,胰岛细胞腺瘤,YDXBXL,335334,EQXEEU
M81500/1,胰岛细胞瘤,YDXBL,33534,EQXEU
M81500/3,胰岛细胞癌,YDXBA,33534,EQXEU
M81500/6,转移性胰岛细胞癌,ZYXYDXBA,23233534,LTNEQXEU
M81510/0,胰岛素瘤,YDSL,3314,EQGU
M81510/3,恶性胰岛素瘤,EXYDSL,123314,GNEQGU
M81510/6,转移性胰岛素瘤,ZYXYDSL,2323314,LTNEQGU
M81520/0,良性高血糖素瘤,LXGXTSL,4243414,YNYTOGU
M81520/3,恶性高血糖素瘤,EXGXTSL,1243414,GNYTOGU
M81520/6,转移性高血糖素瘤,ZYXGXTSL,23243414,LTNYTOGU
M81530/1,胃泌素瘤,WMSL,2414,LIGU
M81530/3,恶性胃泌素瘤,EXWMSL,122414,GNLIGU
M81530/6,转移性胃泌素瘤,ZYXWMSL,2322414,LTNLIGU
M81540/3,混合性导管-内分泌癌,HHXDG-NFMA,43253-2344,IWNNT-MWIU
M81541/3,混合性胰岛细胞和外分泌腺癌,HHXYDXBHWFMXA,4323353333434,IWNEQXETQWIEU
M81550/1,胰腺瘤,YXL,334,EEU
M81550/3,恶性胰腺瘤,EXYXL,12334,GNEEU
M81550/6,转移性胰腺瘤,ZYXYXL,232334,LTNEEU
M81560/1,生长抑素瘤,SCYSL,33114,TTRGU
M81560/3,恶性生长抑素瘤,EXSCYSL,1233114,GNTTRGU
M81560/6,转移性生长抑素瘤,ZYXSCYSL,23233114,LTNTTRGU
M81570/1,肠高血糖素瘤,CGXTSL,343414,EYTOGU
M81570/3,恶性肠高血糖素瘤,EXCGXTSL,12343414,GNEYTOGU
M81570/6,转移性肠高血糖素瘤,ZYXCGXTSL,232343414,LTNEYTOGU
M81600/0,胆管腺瘤,DGXL,3334,ETEU
M81600/3,胆管癌,DGA,334,ETU
M81600/6,转移性胆管癌,ZYXDGA,232334,LTNETU
M81610/0,胆管囊腺瘤,DGNXL,33134,ETGEU
M81610/3,胆管囊腺癌,DGNXA,33134,ETGEU
M81620/3,克拉特斯金瘤,KLTSJL,113134,DRTAQU
M81700/0,肝细胞腺瘤,GXBXL,35334,EXEEU
M81700/3,肝细胞癌,GXBA,3534,EXEU
M81700/6,转移性肝细胞癌,ZYXGXBA,2323534,LTNEXEU
M81710/3,纤维板状肝细胞癌,XWBZGXBA,55143534,XXSUEXEU
M81720/3,硬癌性肝细胞癌,YAXGXBA,1423534,DUNEXEU
M81730/3,肝细胞癌，梭型细胞变体,GXBASXXBBT,3534115343,EXEUSGXEYW
M81740/3,肝细胞癌，明细胞型,GXBAMXBX,35342531,EXEUJXEG
M81750/3,多形型肝细胞癌,DXXGXBA,3113534,QGGEXEU
M81800/3,混合性肝细胞癌和胆管癌,HHXGXBAHDGA,43235343334,IWNEXEUTETU
M81900/0,小梁性腺瘤,XLXXL,24234,IINEU
M81900/3,小梁性腺癌,XLXXA,24234,IINEU
M81910/0,胚胎性腺瘤,PTXXL,33234,EENEU
M82000/0,外分泌性皮肤圆柱瘤,WFMXPFYZL,334253214,QWINHELSU
M82000/3,腺样囊性癌,XYNXA,31124,ESGNU
M82000/6,转移性腺样囊性癌,ZYXXYNXA,23231124,LTNESGNU
M82010/2,筛状原位癌,SZYWA,34134,TUDWU
M82010/3,筛状癌,SZA,344,TUU
M82010/6,转移性筛状癌,ZYXSZA,232344,LTNTUU
M82020/0,微小囊性腺瘤,WXNXXL,321234,TIGNEU
M82040/0,泌乳腺瘤,MRXL,4334,IEEU
M82100/0,腺瘤样息肉,XLYXR,34132,EUSTM
M82100/2,腺瘤样息肉内原位腺癌,XLYXRNYWXA,3413221334,EUSTMMDWEU
M82100/3,腺瘤样息肉内腺癌,XLYXRNXA,34132234,EUSTMMEU
M82101/2,管状腺瘤内的原位腺癌,GZXLNDYWXA,3434231334,TUEUMRDWEU
M82101/3,腺瘤样息肉，癌变,XLYXRAB,3413244,EUSTMUY
M82102/2,腺瘤样息肉内的原位癌,XLYXRNDYWA,3413223134,EUSTMMRDWU
M82102/3,管状腺瘤内的腺癌,GZXLNDXA,34342334,TUEUMREU
M82110/0,管状腺瘤,GZXL,3434,TUEU
M82110/3,管状腺癌,GZXA,3434,TUEU
M82110/6,转移性管状腺癌,ZYXGZXA,2323434,LTNTUEU
M82120/0,扁平腺瘤,BPXL,4134,YGEU
M82130/0,锯齿状腺瘤,JCZXL,32434,QHUEU
M82140/3,壁细胞癌,BXBA,5534,NXEU
M82150/3,肛门腺腺癌,GMXXA,34334,EUEEU
M82200/0,结肠腺瘤样息肉病,JCXLYXRB,53341324,XEEUSTMU
M82200/3,结肠腺瘤样息肉病内腺癌,JCXLYXRBNXA,53341324234,XEEUSTMUMEU
M82201/0,家族性结肠息肉病,JZXJCXRB,44253324,PYNXETMU
M82201/3,家族性息肉病，癌变,JZXXRBAB,44232444,PYNTMUUY
M82202/0,腺瘤病,XLB,344,EUU
M82202/3,腺瘤病癌变,XLBAB,34444,EUUUY
M82210/0,多发性腺瘤样息肉,DFXXLYXR,35234132,QVNEUSTM
M82210/3,多发性腺瘤样息肉内腺癌,DFXXLYXRNXA,35234132234,QVNEUSTMMEU
M82300/2,实体型导管原位癌,STXDGYWA,43153134,PWGNTDWU
M82300/3,实性癌,SXA,424,PNU
M82300/6,转移性实性癌,ZYXSXA,232424,LTNPNU
M82310/3,单纯癌,DCA,454,UXU
M82310/6,转移性单纯癌,ZYXDCA,232454,LTNUXU
M82400/1,阑尾类癌,LWLA,4544,UNOU
M82400/3,恶性类癌,EXLA,1244,GNOU
M82400/6,转移性类癌,ZYXLA,23244,LTNOU
M82401/1,嗜银细胞瘤,SYXBL,23534,KQXEU
M82402/1,神经内分泌肿瘤,SJNFMZL,4523434,PXMWIEU
M82410/1,嗜银性类癌,SYXLA,23244,KQNOU
M82410/3,恶性嗜银性类癌,EXSYXLA,1223244,GNKQNOU
M82420/1,肠嗜铬样细胞类癌,CSGYXBLA,32315344,EKQSXEOU
M82420/3,恶性肠嗜铬样细胞类癌,EXCSGYXBLA,1232315344,GNEKQSXEOU
M82430/3,杯形细胞类癌,BXXBLA,115344,SGXEOU
M82431/3,黏液性类癌,NYXLA,34244,TINOU
M82440/3,复合性类癌,FHXLA,33244,TWNOU
M82441/3,混合性类癌和腺癌,HHXLAHXA,43244334,IWNOUTEU
M82442/3,混合性腺神经内分泌癌,HHXXSJNFMA,4323452344,IWNEPXMWIU
M82443/3,混合性腺鳞癌和神经内分泌癌,HHXXLAHSJNFMA,4323343452344,IWNEQUTPXMWIU
M82450/1,管状类癌,GZLA,3444,TUOU
M82450/3,腺类癌瘤,XLAL,3444,EOUU
M82460/3,神经内分泌癌,SJNFMA,452344,PXMWIU
M82460/6,转移性神经内分泌癌,ZYXSJNFMA,232452344,LTNPXMWIU
M82470/3,梅克尔细胞癌,MKEXBA,113534,SDQXEU
M82471/3,原发性皮肤神经内分泌癌,YFXPFSJNFMA,15253452344,DVNHEPXMWIU
M82480/1,APUD瘤,APUDL,APUD4,APUDU
